#Selection name: Selection 1
#Area (µm^2): 693778.57
Cell ID,Cluster,Transcripts,Area (µm^2)
ggahioeh-1,Cluster 16,223,526.01
ggahkjbd-1,Cluster 24,97,222.41
ggcbfnjf-1,Cluster 24,97,183.44
ddohkffk-1,Cluster 1,60,48.53
debhobci-1,Cluster 1,54,44.99
debeojha-1,Cluster 8,15,11.50
dboehbha-1,Cluster 1,50,57.18
adlcdlfg-1,Cluster 23,55,57.41
dblifmjf-1,Cluster 13,117,71.92
dblhaoga-1,Cluster 13,146,97.52
adllggcg-1,Cluster 1,42,38.51
adldkiec-1,Cluster 23,71,66.20
adllmadf-1,Cluster 2,30,17.66
adlghbbo-1,Cluster 1,48,39.67
adleaeid-1,Cluster 13,237,138.59
adljabhn-1,Cluster 1,26,19.96
adleibfd-1,Cluster 23,44,24.70
adlcjdgb-1,Cluster 23,78,71.07
adllomin-1,Cluster 8,58,68.84
dcggalfi-1,Cluster 1,58,50.08
dchepcde-1,Cluster 2,62,61.44
dchfbapi-1,Cluster 15,39,21.24
dchfmalk-1,Cluster 15,53,38.09
dcgfaheb-1,Cluster 1,74,63.05
dcgoiekf-1,Cluster 2,77,56.00
dcgmjcnn-1,Cluster 2,60,54.95
dchbgcbk-1,Cluster 1,70,56.24
dchlodln-1,Cluster 13,83,71.23
dchndkec-1,Cluster 13,137,103.19
dchmcocf-1,Cluster 13,73,51.62
dchnlphl-1,Cluster 13,50,37.82
adlanoak-1,Cluster 1,37,48.84
ahedplcl-1,Cluster 2,82,51.62
adkolaoc-1,Cluster 2,90,87.76
adkpdece-1,Cluster 23,66,51.35
adkoekao-1,Cluster 13,130,85.91
adknkdce-1,Cluster 2,96,54.81
adkmkkmk-1,Cluster 23,84,83.43
dblgcmjn-1,Cluster 13,236,123.26
adlbkdip-1,Cluster 1,26,30.92
dcghahjm-1,Cluster 8,80,101.87
dcgjdoni-1,Cluster 8,70,39.74
dcgehhld-1,Cluster 8,68,63.08
dcgkhlnm-1,Cluster 1,71,43.42
dchbjppd-1,Cluster 1,71,58.07
dcgkmbah-1,Cluster 8,78,53.81
dchfnndb-1,Cluster 8,48,60.74
dchanghg-1,Cluster 3,52,39.42
dchgppee-1,Cluster 15,126,84.01
dbnobckd-1,Cluster 6,96,99.20
dbncechj-1,Cluster 1,72,66.61
dbnbkomp-1,Cluster 1,77,67.76
dbmpbean-1,Cluster 10,78,52.37
dbmpgilm-1,Cluster 14,121,103.29
dboaeiai-1,Cluster 10,107,83.95
dbnoeakp-1,Cluster 1,61,56.69
dbmodgba-1,Cluster 3,92,60.48
dbnolkbh-1,Cluster 10,91,53.32
dbmmdehc-1,Cluster 3,115,70.21
dboafemb-1,Cluster 3,167,139.75
dbnbifpf-1,Cluster 14,77,84.24
debomobp-1,Cluster 6,51,31.17
deblbgnm-1,Cluster 8,60,46.48
deboddjf-1,Cluster 6,76,118.51
debkofbc-1,Cluster 1,65,57.47
debiohmd-1,Cluster 8,49,64.05
dbncinfl-1,Cluster 6,103,118.53
dbmnjfhl-1,Cluster 3,87,107.46
dbmmpnlc-1,Cluster 6,110,95.87
dbmoeopf-1,Cluster 6,116,97.35
dbmponbd-1,Cluster 1,71,59.15
dbmfodaf-1,Cluster 10,61,68.15
dbmicelm-1,Cluster 10,75,79.83
dbmkknik-1,Cluster 14,173,112.05
dbmbdjao-1,Cluster 8,82,58.13
dbmbbcmi-1,Cluster 10,33,26.64
dbmikaob-1,Cluster 6,131,102.95
dbmgehki-1,Cluster 6,40,63.17
dboendib-1,Cluster 6,74,76.11
dbnmhjip-1,Cluster 1,20,34.74
dbnnillp-1,Cluster 3,50,48.39
dbnnpkba-1,Cluster 6,74,73.69
debhdakf-1,Cluster 1,84,78.83
debjnphj-1,Cluster 10,110,113.48
debjmodf-1,Cluster 1,53,56.41
debheinl-1,Cluster 8,98,55.17
debfbjdn-1,Cluster 8,107,94.27
dbmfjnjb-1,Cluster 1,59,44.68
dbmaoojh-1,Cluster 1,87,63.73
dbmlcoai-1,Cluster 8,149,83.13
dbmbjkbb-1,Cluster 6,30,27.97
depmppdc-1,Cluster 1,30,17.90
adjaglge-1,Cluster 1,22,13.61
dchogjag-1,Cluster 8,124,77.79
ddjekdoo-1,Cluster 1,15,18.38
ddjibmjl-1,Cluster 13,125,59.47
adkonkei-1,Cluster 13,152,90.61
ddjepple-1,Cluster 13,119,69.72
adjbecfj-1,Cluster 23,37,41.86
adjanpcl-1,Cluster 1,66,57.43
adkmhpdk-1,Cluster 2,111,80.42
adlmpbcd-1,Cluster 2,39,38.57
adjakdgm-1,Cluster 2,136,84.15
adklahgn-1,Cluster 2,79,59.38
dchajkjl-1,Cluster 8,42,45.80
dcgkbhkf-1,Cluster 3,128,90.53
dchgogmb-1,Cluster 8,34,25.96
ddjidmbo-1,Cluster 23,74,73.81
ddjgeehm-1,Cluster 3,35,22.61
depopdbl-1,Cluster 1,80,57.60
dchfcilc-1,Cluster 8,38,24.84
ddjfpchi-1,Cluster 6,132,113.34
dchbophf-1,Cluster 8,84,76.53
ddjefhgf-1,Cluster 3,66,52.05
ddjefgnn-1,Cluster 1,58,52.84
ddjbbpli-1,Cluster 15,42,34.22
ddioafnd-1,Cluster 15,61,30.31
ddimdgej-1,Cluster 1,37,35.74
adilhhkh-1,Cluster 1,106,69.07
adilikoe-1,Cluster 2,70,54.06
adipbkml-1,Cluster 2,26,26.33
ddjdgggj-1,Cluster 23,73,58.56
adiokdkh-1,Cluster 15,77,32.77
adioeakh-1,Cluster 2,83,67.30
adiokdhk-1,Cluster 15,95,32.63
depoeabo-1,Cluster 10,199,97.27
depnipdn-1,Cluster 8,88,65.76
ddipabnl-1,Cluster 1,35,19.52
ddinanjm-1,Cluster 1,49,42.30
ddjfgonb-1,Cluster 8,60,70.89
ddjancmh-1,Cluster 1,49,38.16
ddioenhc-1,Cluster 1,59,37.04
ddjdchbe-1,Cluster 1,63,66.87
ddippljm-1,Cluster 1,44,42.39
depclhjk-1,Cluster 6,61,53.28
dblpcink-1,Cluster 8,70,84.23
depedjbj-1,Cluster 10,37,35.94
dbmahfmf-1,Cluster 10,120,120.45
depcooic-1,Cluster 6,132,107.68
dbodalha-1,Cluster 1,53,61.00
depecjle-1,Cluster 15,73,33.03
dbnmelmd-1,Cluster 8,148,103.58
dblnjcie-1,Cluster 8,86,48.83
dbmagfkj-1,Cluster 8,83,59.08
deppimap-1,Cluster 15,86,77.78
dbmajcii-1,Cluster 3,112,74.72
debbgiap-1,Cluster 3,77,57.72
deapimjh-1,Cluster 6,61,79.18
debbnlkg-1,Cluster 1,52,54.80
debcagcn-1,Cluster 1,41,60.82
debehkjj-1,Cluster 8,74,52.43
debaagjl-1,Cluster 6,102,90.54
dblpddoj-1,Cluster 1,91,100.17
depdjhib-1,Cluster 1,90,58.55
dblpimhm-1,Cluster 8,51,50.24
deonadhl-1,Cluster 6,109,93.57
deongdmf-1,Cluster 3,123,105.94
depaboen-1,Cluster 3,260,169.20
deomjfok-1,Cluster 11,193,105.43
deoplplb-1,Cluster 6,43,31.68
deooihjg-1,Cluster 3,55,62.08
deomminl-1,Cluster 14,64,46.91
depocola-1,Cluster 6,129,123.93
depnghgl-1,Cluster 6,68,44.58
depoochg-1,Cluster 15,87,52.49
depcgohg-1,Cluster 10,51,32.86
deanagpe-1,Cluster 6,52,53.02
deanggnc-1,Cluster 6,63,99.97
depahmij-1,Cluster 6,50,33.71
depagchi-1,Cluster 3,114,71.91
deaoddkb-1,Cluster 3,162,120.60
deakflpb-1,Cluster 8,65,67.10
deonpcco-1,Cluster 10,29,33.20
deomhlgd-1,Cluster 14,112,78.28
deakojik-1,Cluster 1,30,27.63
debcoeap-1,Cluster 1,75,50.61
ddoafjcp-1,Cluster 13,92,71.04
dcphjlfl-1,Cluster 8,62,77.50
ddbadldf-1,Cluster 1,37,24.87
dcpndmoc-1,Cluster 8,59,60.28
dcpnmmcl-1,Cluster 1,92,70.60
ddghpfmk-1,Cluster 1,34,21.81
ddbalbol-1,Cluster 1,50,66.58
ddacklfo-1,Cluster 2,95,59.76
ddaodbjp-1,Cluster 2,47,29.80
debpagpd-1,Cluster 3,78,68.22
ddajepmo-1,Cluster 2,141,108.85
debkkpbm-1,Cluster 1,155,103.77
debooffk-1,Cluster 3,118,75.12
ddonngbh-1,Cluster 1,34,37.24
ddpaceim-1,Cluster 1,55,34.88
ddopknnp-1,Cluster 2,16,14.67
ddogngfa-1,Cluster 13,183,109.21
ddpaphla-1,Cluster 23,104,87.74
ddonbhik-1,Cluster 1,75,78.03
dcokplba-1,Cluster 1,75,84.87
ddpbioob-1,Cluster 13,72,65.36
dcpdkmio-1,Cluster 8,124,83.14
ddapkffp-1,Cluster 3,73,76.56
dcphjkho-1,Cluster 1,49,35.12
dcpkggek-1,Cluster 8,48,47.13
dcpnmfno-1,Cluster 8,25,27.07
dcpnigph-1,Cluster 1,65,52.46
ddabohof-1,Cluster 8,79,51.17
ddalfeek-1,Cluster 1,74,57.30
ddahnijp-1,Cluster 1,76,60.22
ddackbca-1,Cluster 8,63,61.00
debgnodo-1,Cluster 1,78,59.12
debialin-1,Cluster 2,95,61.44
debfnfca-1,Cluster 2,15,11.83
ddolbhgj-1,Cluster 17,67,43.06
ddobplph-1,Cluster 2,60,60.86
ddoggebm-1,Cluster 2,85,56.73
dconfhek-1,Cluster 1,52,34.94
ddodillo-1,Cluster 13,174,79.61
ddopgfcg-1,Cluster 23,97,54.98
dcpdoljg-1,Cluster 1,72,38.54
ddokcpmn-1,Cluster 13,142,63.34
dcpejbmf-1,Cluster 1,55,38.09
dfkindna-1,Cluster 2,190,138.35
djnehnei-1,Cluster 17,143,167.42
djnffika-1,Cluster 12,208,410.00
djnemlmp-1,Cluster 2,101,311.19
dfjofilk-1,Cluster 2,139,269.89
dfkdbnbd-1,Cluster 2,182,142.51
dfkokglo-1,Cluster 2,165,165.08
ddpblell-1,Cluster 13,237,143.28
dfkifdko-1,Cluster 2,121,85.89
dfljckne-1,Cluster 23,120,132.12
ddnlfbgi-1,Cluster 1,100,105.85
dfkkpghd-1,Cluster 2,115,88.91
dfgmbafp-1,Cluster 17,75,71.49
dfhhfpeg-1,Cluster 13,87,96.36
djnejloo-1,Cluster 13,179,180.55
dfgniian-1,Cluster 3,124,89.39
dfgoejbi-1,Cluster 2,130,180.63
dfhdakel-1,Cluster 13,113,127.38
dfhchanp-1,Cluster 17,285,257.08
djncoidc-1,Cluster 13,117,91.51
djneionp-1,Cluster 23,64,80.77
djncphda-1,Cluster 17,78,64.77
djmokhdj-1,Cluster 2,28,26.61
djmoaage-1,Cluster 2,106,94.48
dfkdhacd-1,Cluster 12,177,121.63
dfllhgbm-1,Cluster 3,85,68.72
djoomjcp-1,Cluster 2,92,283.04
dflinomf-1,Cluster 3,137,79.43
dflcofnf-1,Cluster 1,61,52.17
dfknilan-1,Cluster 2,130,93.59
dfkhgplj-1,Cluster 1,121,104.02
djmpicfe-1,Cluster 2,201,245.83
ddnmckgg-1,Cluster 2,39,51.20
djncjhai-1,Cluster 13,95,115.64
dfhcgjfo-1,Cluster 2,180,247.97
djmpcial-1,Cluster 13,146,99.62
djmokmik-1,Cluster 13,62,34.94
djmpechd-1,Cluster 13,105,77.52
djncfcpn-1,Cluster 3,41,47.23
djmpedpp-1,Cluster 17,71,52.65
djmmmmba-1,Cluster 17,54,55.53
djmpbmnd-1,Cluster 17,44,31.77
ddnlplpo-1,Cluster 8,72,39.18
ddnobpfp-1,Cluster 8,69,49.65
dcphbemk-1,Cluster 1,66,49.20
dcpnjipl-1,Cluster 2,114,76.48
dcpkieif-1,Cluster 2,44,44.10
ddaacimb-1,Cluster 8,59,56.72
ddacbpdd-1,Cluster 1,101,44.27
ddaglnlg-1,Cluster 1,57,48.75
ddahnmgc-1,Cluster 1,50,35.55
ddanmocg-1,Cluster 1,21,20.72
deaogicp-1,Cluster 1,43,39.31
debbfcdm-1,Cluster 1,68,58.68
deaokeck-1,Cluster 1,93,80.65
ddogdpha-1,Cluster 2,86,63.15
ddoadgla-1,Cluster 1,30,19.48
ddoingke-1,Cluster 8,66,59.76
ddoihkfa-1,Cluster 2,41,55.01
ddopdamn-1,Cluster 1,74,78.02
ddopdibh-1,Cluster 1,72,51.70
ddobgpdf-1,Cluster 2,45,38.97
dcoodecm-1,Cluster 1,35,31.70
dcolpdlg-1,Cluster 8,102,97.02
dcpbninb-1,Cluster 1,69,50.86
dcpikaaf-1,Cluster 2,87,89.45
dcpidkpa-1,Cluster 15,191,114.11
dcpoibpd-1,Cluster 2,134,70.96
ddaddgjg-1,Cluster 1,83,59.97
ddadeljg-1,Cluster 2,67,39.98
ddalggph-1,Cluster 1,43,31.44
deaofdim-1,Cluster 6,65,67.13
deameekh-1,Cluster 1,108,75.13
deaocnek-1,Cluster 8,14,10.70
deagpail-1,Cluster 6,150,103.41
ddamlpbh-1,Cluster 1,26,22.46
ddnmeinh-1,Cluster 3,104,76.21
ddodcmdj-1,Cluster 3,101,52.78
ddnpcbhp-1,Cluster 8,41,30.41
ddofdhgc-1,Cluster 3,63,38.16
ddoidgjb-1,Cluster 6,51,35.89
ddojehdf-1,Cluster 2,90,67.68
ddoooinn-1,Cluster 2,54,25.99
ddopnpam-1,Cluster 3,68,57.24
dcpeedfc-1,Cluster 15,81,91.36
dflkjjfj-1,Cluster 2,64,48.95
djmipdll-1,Cluster 1,22,20.82
djmiihdp-1,Cluster 1,76,36.19
djmhjbom-1,Cluster 2,178,85.78
djmiidpo-1,Cluster 2,107,214.25
djmgbfaf-1,Cluster 15,119,137.77
dfkbfldm-1,Cluster 3,208,239.67
dfljilpn-1,Cluster 2,48,24.91
dflagnpg-1,Cluster 8,118,75.23
dfkjmjjl-1,Cluster 2,170,123.09
ddnkgojo-1,Cluster 16,112,36.58
ddnkdikk-1,Cluster 2,58,30.31
dfhidlhi-1,Cluster 3,164,173.90
djmfhkge-1,Cluster 3,29,28.22
djmkmnka-1,Cluster 17,28,32.13
dfhfllnm-1,Cluster 12,162,133.11
djmkicbp-1,Cluster 17,106,69.83
djmigmkd-1,Cluster 6,76,54.99
djmmiefk-1,Cluster 17,75,44.73
djmfnndo-1,Cluster 17,48,27.22
djmhifhj-1,Cluster 1,59,39.16
djlpmokj-1,Cluster 2,109,54.69
djmajopp-1,Cluster 2,88,42.43
djmbkcbc-1,Cluster 3,65,51.70
djmbhhpk-1,Cluster 2,34,23.84
djmdonfl-1,Cluster 3,78,42.79
djmadfff-1,Cluster 2,61,90.54
djlpfaik-1,Cluster 12,386,597.37
dfkcgaam-1,Cluster 12,235,481.20
dfldjgaf-1,Cluster 3,180,174.87
dfkmgalf-1,Cluster 2,138,161.68
dfllgdlo-1,Cluster 3,104,70.73
djmeimbe-1,Cluster 17,94,45.28
djmbdpae-1,Cluster 3,58,36.39
djmapmep-1,Cluster 3,53,36.22
djmdnlof-1,Cluster 6,68,108.38
dencojkl-1,Cluster 1,42,39.10
denggije-1,Cluster 3,70,33.21
dbplgnpj-1,Cluster 6,30,30.63
dbpnence-1,Cluster 8,79,56.93
dbppeeog-1,Cluster 6,50,44.26
ddimcfmi-1,Cluster 1,49,42.39
adidgemp-1,Cluster 2,94,72.41
adiamijk-1,Cluster 2,78,30.09
ahedfdog-1,Cluster 8,39,38.61
adijlaie-1,Cluster 2,108,49.22
adijheco-1,Cluster 2,76,32.53
adibaooa-1,Cluster 15,123,60.75
aheamhac-1,Cluster 15,166,79.53
adhnallh-1,Cluster 2,116,71.74
adiifnde-1,Cluster 2,187,123.96
ddifdnff-1,Cluster 6,54,56.82
ddihfcif-1,Cluster 8,41,25.93
dbpooanc-1,Cluster 1,44,39.81
ddikjnah-1,Cluster 2,58,42.47
ddijpcbe-1,Cluster 1,47,42.49
ddilgkhj-1,Cluster 6,63,48.51
ddifchkl-1,Cluster 1,53,45.99
dcabejpj-1,Cluster 8,27,30.44
ddikocji-1,Cluster 8,45,32.62
ddihcgam-1,Cluster 1,65,61.25
dbpekjpb-1,Cluster 8,47,25.69
aejjmemd-1,Cluster 2,56,60.96
aejmjkgo-1,Cluster 2,124,65.93
dbpanehh-1,Cluster 1,40,42.45
adhlbcff-1,Cluster 2,81,44.38
adhjmcnp-1,Cluster 1,70,54.28
adhnhbjc-1,Cluster 2,53,29.10
adhlafbk-1,Cluster 2,61,42.21
adhmlncd-1,Cluster 1,99,54.30
aejijlce-1,Cluster 2,93,64.79
adhljonp-1,Cluster 2,52,40.32
dbpehbig-1,Cluster 3,61,33.98
dbpahfnd-1,Cluster 6,45,51.45
dbpflalk-1,Cluster 8,94,52.31
dbpbejdp-1,Cluster 8,68,39.84
dbpafcfe-1,Cluster 6,51,46.84
dbphcndg-1,Cluster 3,20,15.64
dbopjhcn-1,Cluster 1,67,53.47
dbpeglci-1,Cluster 8,81,42.11
dbpfahhn-1,Cluster 1,107,66.94
depgdipf-1,Cluster 10,65,41.76
depmfjoc-1,Cluster 1,53,58.06
depkgkdo-1,Cluster 15,97,58.39
deplnomp-1,Cluster 15,47,20.72
depkeecc-1,Cluster 6,103,78.12
deplmmec-1,Cluster 15,144,88.82
ddjglpfa-1,Cluster 3,121,66.44
ddilojmd-1,Cluster 2,60,31.81
depjkdon-1,Cluster 15,20,9.28
depjhcgn-1,Cluster 10,33,13.90
depmldep-1,Cluster 15,59,39.71
ddijioja-1,Cluster 3,44,31.38
deofiaai-1,Cluster 3,157,91.33
deodmklo-1,Cluster 14,123,82.89
deogffme-1,Cluster 15,126,65.23
deodcohf-1,Cluster 6,86,76.56
deojnohj-1,Cluster 14,106,51.02
deoaahmf-1,Cluster 14,84,56.76
deojgkfe-1,Cluster 14,104,81.14
depklakj-1,Cluster 14,170,91.46
depmmdjb-1,Cluster 14,113,77.65
deplfekp-1,Cluster 8,68,44.02
dfafdafh-1,Cluster 10,50,25.57
dfafbbif-1,Cluster 10,170,103.71
depjdkji-1,Cluster 15,138,89.32
dfackojb-1,Cluster 6,60,55.16
dbpecbke-1,Cluster 6,37,23.03
dfacpagh-1,Cluster 3,208,139.16
depfiaia-1,Cluster 3,112,82.88
dfaapkon-1,Cluster 3,275,149.06
dbplpndc-1,Cluster 6,97,68.13
dbpebngg-1,Cluster 6,83,38.90
depjaild-1,Cluster 6,38,30.20
denhmcne-1,Cluster 15,96,51.11
denojigi-1,Cluster 6,56,32.78
denmjdhc-1,Cluster 6,57,48.44
denjkdef-1,Cluster 15,105,37.95
denflfdb-1,Cluster 10,73,56.43
denoggfk-1,Cluster 14,102,59.68
denmdkah-1,Cluster 14,67,49.97
denjinhc-1,Cluster 14,51,36.43
denmekam-1,Cluster 14,83,49.15
dbopbbko-1,Cluster 10,58,45.09
dbofkanc-1,Cluster 1,118,110.45
aeioijhn-1,Cluster 8,58,32.03
aeinokgd-1,Cluster 8,77,40.92
aeipjglj-1,Cluster 8,52,41.21
aejdccce-1,Cluster 2,26,25.81
aeiobhih-1,Cluster 2,95,58.08
aeipamaa-1,Cluster 2,33,31.47
aejiccgn-1,Cluster 1,44,34.61
aejaiaea-1,Cluster 8,79,62.25
aejcjpcb-1,Cluster 8,70,61.31
aeincjfh-1,Cluster 2,88,66.54
aejdoicb-1,Cluster 8,46,42.12
dbojjfpg-1,Cluster 1,13,23.00
dbohpchg-1,Cluster 1,28,35.16
dboiphmh-1,Cluster 14,125,87.12
dbokdjek-1,Cluster 1,126,87.54
dbononbe-1,Cluster 14,113,74.72
dboflped-1,Cluster 1,98,60.19
dboodomm-1,Cluster 6,19,15.39
dboncbbg-1,Cluster 6,81,59.22
dboicapo-1,Cluster 1,50,52.77
dbomhekb-1,Cluster 1,56,28.56
ddiaffla-1,Cluster 6,89,60.20
aeimhngp-1,Cluster 6,59,26.17
aeihebjd-1,Cluster 3,57,43.41
aeilhjcj-1,Cluster 3,84,49.55
aeihflfd-1,Cluster 2,88,68.98
aeihndln-1,Cluster 8,57,59.95
aeiieiio-1,Cluster 1,36,31.90
aeimbbje-1,Cluster 2,89,50.09
aeimddmj-1,Cluster 2,62,41.20
aeinbgcc-1,Cluster 2,118,73.56
aeihlefh-1,Cluster 8,47,48.95
ddiapmcl-1,Cluster 6,66,49.17
ddhojiil-1,Cluster 6,96,99.80
ddhngcoc-1,Cluster 2,115,86.21
ddiehjnc-1,Cluster 8,60,52.37
ddiaohag-1,Cluster 6,79,73.15
dbofhmjp-1,Cluster 2,33,20.67
ddhohpin-1,Cluster 15,122,80.49
dbogefho-1,Cluster 6,86,47.54
ddholhip-1,Cluster 3,82,38.67
ddmffebj-1,Cluster 3,215,134.36
dempdmkg-1,Cluster 1,76,47.51
dfaaaaoh-1,Cluster 1,24,13.99
dfabapng-1,Cluster 10,59,41.13
dfaaoccn-1,Cluster 3,201,116.78
dfaacoli-1,Cluster 6,130,91.18
ddnapehf-1,Cluster 1,84,62.53
ddmohgfo-1,Cluster 1,41,37.02
deppmpgk-1,Cluster 8,66,47.55
ddnibjeb-1,Cluster 6,92,85.02
dboilehc-1,Cluster 10,58,53.38
dboocjcf-1,Cluster 6,96,58.78
demneieh-1,Cluster 15,192,76.24
denfjnkm-1,Cluster 10,46,36.46
demmgelg-1,Cluster 10,27,11.18
ddlmioln-1,Cluster 14,106,50.99
dencheee-1,Cluster 10,182,107.17
demnbhbp-1,Cluster 10,71,33.80
ddmaelph-1,Cluster 14,114,89.23
demohnkb-1,Cluster 8,65,46.57
dfabdcid-1,Cluster 14,89,77.39
ddmenbfl-1,Cluster 1,50,44.02
ddmjbiao-1,Cluster 1,81,42.34
ddnbaoob-1,Cluster 6,121,74.22
ddmnjdcc-1,Cluster 1,50,43.88
ddmofnmh-1,Cluster 6,58,42.78
ddnggjao-1,Cluster 3,133,81.54
ddmpgogj-1,Cluster 1,94,69.98
ddmlmkkn-1,Cluster 1,52,42.83
ddninpdf-1,Cluster 1,87,67.55
ddnicaca-1,Cluster 8,104,81.52
ddnjmlae-1,Cluster 1,22,18.61
ddmbikjc-1,Cluster 6,136,87.30
ddljfmhe-1,Cluster 1,73,57.31
ddllplpc-1,Cluster 3,50,41.76
ddllknmi-1,Cluster 10,215,104.48
ddlpfiif-1,Cluster 6,200,118.65
ddlkieho-1,Cluster 6,128,102.25
ddmcbmip-1,Cluster 6,97,75.66
ddmcehib-1,Cluster 1,59,48.24
ddmcmghp-1,Cluster 1,36,33.22
dfmdgoko-1,Cluster 16,186,155.12
dcpgmggp-1,Cluster 1,103,52.64
deaagbli-1,Cluster 3,188,133.18
deaecidj-1,Cluster 1,37,24.53
deafepol-1,Cluster 3,101,69.29
deackmil-1,Cluster 6,168,120.28
deaienpi-1,Cluster 6,90,79.26
deolacdb-1,Cluster 1,101,88.95
deobcmal-1,Cluster 3,183,111.34
deagghoe-1,Cluster 3,72,57.32
deoiginh-1,Cluster 3,86,59.34
deohckpb-1,Cluster 6,70,52.08
deoegojj-1,Cluster 3,83,84.22
deoggbap-1,Cluster 3,121,99.72
dcppkndp-1,Cluster 6,131,80.23
ddaglhpc-1,Cluster 1,74,49.88
ddadghfg-1,Cluster 6,139,92.05
dcpmbgie-1,Cluster 6,77,56.67
dcpkapki-1,Cluster 1,69,41.05
ddamjche-1,Cluster 6,83,59.87
deaeafcf-1,Cluster 3,119,74.71
deabhlhl-1,Cluster 10,31,19.99
deaegmfi-1,Cluster 1,43,28.06
deacnlal-1,Cluster 6,48,31.62
ddpnnmjm-1,Cluster 10,133,92.28
ddpmpnao-1,Cluster 14,130,62.99
deachcom-1,Cluster 10,151,66.39
ddplgfhc-1,Cluster 10,125,72.67
ddpmkjnj-1,Cluster 6,88,68.44
ddpmedhn-1,Cluster 6,93,88.43
denmhjpf-1,Cluster 6,113,91.09
denjmada-1,Cluster 6,76,66.95
deobnnee-1,Cluster 3,124,82.03
denhbgal-1,Cluster 1,103,77.27
denoenkl-1,Cluster 3,153,118.76
ddbbjcme-1,Cluster 3,99,62.32
ddbbaefj-1,Cluster 6,86,48.03
dcphkajn-1,Cluster 1,55,39.15
ddbjoacj-1,Cluster 6,114,77.91
dcplaobe-1,Cluster 1,103,89.22
ddaddkgl-1,Cluster 1,70,79.03
ddplhnkn-1,Cluster 1,121,80.58
ddbkeeoj-1,Cluster 8,51,26.27
ddadifcg-1,Cluster 1,114,70.69
ddnkncan-1,Cluster 2,104,170.68
dfkopajd-1,Cluster 12,200,290.53
ddnlilka-1,Cluster 3,50,63.08
ddnncpdc-1,Cluster 6,123,122.77
ddobligb-1,Cluster 1,82,81.78
ddoikfcm-1,Cluster 2,96,65.68
ddolppna-1,Cluster 1,61,32.81
dcpcpjbl-1,Cluster 3,104,42.03
dcpeaeha-1,Cluster 1,22,22.06
ddpakela-1,Cluster 2,32,18.17
dcpbmbed-1,Cluster 1,74,36.71
ddopefpc-1,Cluster 8,57,38.50
djlochjb-1,Cluster 3,75,40.58
djlnnfnn-1,Cluster 8,140,195.78
djlpfpmc-1,Cluster 3,64,92.13
djlnmcpn-1,Cluster 12,138,262.74
dfllpaeo-1,Cluster 12,217,158.73
ddpfbjoj-1,Cluster 2,107,125.95
ddoffjkc-1,Cluster 2,99,135.31
ddopdnkk-1,Cluster 3,98,68.87
ddpdffae-1,Cluster 2,77,94.96
dcokmphf-1,Cluster 12,123,57.02
dcpfbehh-1,Cluster 15,194,96.24
ddpcaeii-1,Cluster 2,118,135.02
ddogfjjg-1,Cluster 12,185,138.67
dcpggheo-1,Cluster 1,54,33.65
ddoknhoo-1,Cluster 2,77,60.88
djlniffp-1,Cluster 2,84,178.45
djonalha-1,Cluster 2,179,406.58
djomgjap-1,Cluster 16,128,50.80
djlngjjd-1,Cluster 2,277,316.20
dfkgnekb-1,Cluster 2,243,526.30
dfmdjcdc-1,Cluster 16,195,166.32
deilkogi-1,Cluster 6,109,282.28
deipikob-1,Cluster 6,75,67.91
ddpfkjgp-1,Cluster 14,141,107.81
dempnkkc-1,Cluster 10,56,45.71
denaifbm-1,Cluster 10,73,49.89
dempiogg-1,Cluster 1,42,26.77
ddkombac-1,Cluster 14,149,106.27
dencoaoe-1,Cluster 6,49,61.50
dempnoio-1,Cluster 3,132,79.18
demlkgge-1,Cluster 6,66,72.54
denfggnf-1,Cluster 6,80,81.39
demoocda-1,Cluster 3,60,46.10
denandac-1,Cluster 1,45,31.95
ddpjbnoo-1,Cluster 3,70,59.10
ddpjpole-1,Cluster 10,136,79.34
ddpjobhd-1,Cluster 6,84,72.55
ddpgpchi-1,Cluster 6,134,99.61
ddpknpec-1,Cluster 1,70,88.21
ddpghicn-1,Cluster 6,93,71.19
decffcip-1,Cluster 3,130,106.19
ddpfdhnj-1,Cluster 3,117,73.05
ddpicdig-1,Cluster 6,107,85.07
ddplecop-1,Cluster 14,200,130.97
ddkffpfk-1,Cluster 14,139,141.33
ddlahkdm-1,Cluster 10,61,47.21
ddkkfknb-1,Cluster 14,111,53.22
ddkklojc-1,Cluster 10,63,61.83
ddkodkoe-1,Cluster 14,164,64.60
ddlbnfdg-1,Cluster 10,55,45.35
ddldekgb-1,Cluster 1,88,61.23
ddlgcjai-1,Cluster 6,37,28.10
ddlfomob-1,Cluster 10,66,46.17
ddlioalf-1,Cluster 6,63,46.80
ddlgpolo-1,Cluster 1,77,74.81
ddjobain-1,Cluster 14,101,76.25
ddjnfhig-1,Cluster 10,91,55.04
ddjkllih-1,Cluster 11,65,58.70
ddjlijdg-1,Cluster 10,108,54.01
ddkdmacj-1,Cluster 14,86,69.30
ddjlhoda-1,Cluster 6,61,88.83
ddkegkon-1,Cluster 14,61,59.64
ddkfffkc-1,Cluster 14,67,36.36
ddkflppb-1,Cluster 4,38,17.94
ddbdbgem-1,Cluster 3,319,191.02
ddpdchmj-1,Cluster 16,252,196.19
ddpcbeic-1,Cluster 16,205,261.67
ddbgianp-1,Cluster 15,85,64.77
